GC,title,lat,lon,country,region,county,numfinds,,
 GC5RKVY,Jaskinia Racławicka ,N 50° 11.426,E 019° 39.854,Poland,Małopolskie,Krakowski (Małopolskie),28,,
 GC5RQ99,Dolina Kluczwody - Pod jaskinią,N 50° 09.267,E 019° 49.157,Poland,Małopolskie,Krakowski (Małopolskie),117,,
 GC5T1HK,Bewegung tut gut!,N 50° 44.922,E 007° 58.463,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),31,,
 GC5T9B3,Alphabet du 68. M comme Mine de Potasse,N 47° 43.056,E 007° 28.359,France,Grand-Est,Haut-Rhin,584,,
 GC5TA8J,Jaskinia Niedźwiedzia,N 49° 29.383,E 020° 47.417,Poland,Małopolskie,Nowosądecki (Małopolskie),14,,
 GC5TMXW,Bewegung tut gut! 1.0,N 50° 45.195,E 007° 57.961,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),51,,
 GC5TMYN,Bewegung tut gut! 2.0,N 50° 46.397,E 007° 56.122,Germany,Rheinland-Pfalz,Altenkirchen (Lkr),42,,
 GC5TQ3H,Santuario Madonna di Loreto - Grotta,N 46° 02.704,E 011° 08.954,Italy,Trentino-Alto Adige,Trento,18,,
 GC5TRG8,Jaskinia Wymyta,N 50° 56.885,E 015° 54.385,Poland,Dolnośląskie,Złotoryjski (Dolnośląskie),48,,
 GC5TRJM,Jaskinia Nad Potokiem,N 50° 56.414,E 015° 54.057,Poland,Dolnośląskie,Złotoryjski (Dolnośląskie),25,,
 GC5TTGD,PST km 13 - Gramozna jama,N 46° 04.522,E 014° 31.622,Slovenia,Osrednjeslovenska,Ljubljana,119,,
 GC5TV3Y,Jaskinia Walońska,N 50° 57.314,E 015° 52.003,Poland,Dolnośląskie,Złotoryjski (Dolnośląskie),5,,
 GC5TX72,Grotta di Cocceio (#Astrocache),N 40° 50.408,E 014° 04.266,Italy,Campania,Napoli,14,,
 GC5V4KC,Grotta L. Donini,N 40° 10.013,E 009° 29.384,Italy,Sardegna,Ogliastra,9,,
 GC5VNET,Ötscher Tropfstein Höhle,N 47° 54.568,E 015° 11.383,Austria,Niederösterreich,Bezirk Scheibbs,32,,
 GC5W10F,THE ORCALYNS'S CAVE,N 43° 44.269,E 006° 07.496,France,Provence-Alpes-Côte d'Azur,Var,27,,
 GC5W6GQ,Bosmoreau-les -Mines : Le musée de la mine,N 46° 00.101,E 001° 45.459,France,Nouvelle-Aquitaine,Creuse,41,,
 GC5W6VD,La grotte de Jouxtens,N 46° 33.121,E 006° 36.007,Switzerland,Vaud,Jouxtens-Mézery (22),164,,
 GC5WAEP,Le chariot de la mine ,N 49° 33.527,E 005° 42.326,Belgium,Luxembourg,Musson,79,,
 GC5WFGH,#07 - Le chemin de la mine - La ferme,N 48° 59.508,W 000° 18.640,France,Normandie,Calvados,62,,
 GC5WFGN,#08 - Le chemin de la mine - La barrière,N 48° 59.450,W 000° 18.843,France,Normandie,Calvados,59,,
 GC5WFGX,#09 - Le chemin de la mine - Vers le gué,N 48° 59.311,W 000° 19.062,France,Normandie,Calvados,42,,
 GC5WFH3,#10 - Le chemin de la mine - Sept troncs ,N 48° 59.131,W 000° 19.255,France,Normandie,Calvados,60,,
 GC5WFH8,#11 - Le chemin de la mine - la barrière,N 48° 59.129,W 000° 19.524,France,Normandie,Calvados,56,,
 GC5WFHH,#12 - Le chemin de la mine - en drive-in,N 48° 59.139,W 000° 19.862,France,Normandie,Calvados,57,,
 GC5WFJ1,#13 - Le chemin de la mine - La butte,N 48° 59.203,W 000° 20.131,France,Normandie,Calvados,50,,
 GC5WFJP,#15 - Le chemin de la mine - La montée ,N 48° 59.470,W 000° 20.241,France,Normandie,Calvados,44,,
 GC5WFJX,#16 - Le chemin de la mine - L'arbre,N 48° 59.582,W 000° 20.171,France,Normandie,Calvados,47,,
 GC5WG1V,#17 - Le chemin de la mine - multi-troncs,N 48° 59.712,W 000° 20.227,France,Normandie,Calvados,43,,
 GC5WG20,#18 - Le chemin de la mine - de l'autre coté,N 48° 59.842,W 000° 20.255,France,Normandie,Calvados,32,,
 GC5WG2H,#19 - Le chemin de la mine - l'entrée du champ,N 48° 59.945,W 000° 20.279,France,Normandie,Calvados,40,,
 GC5WG2R,#20 - Le chemin de la mine - Le champ,N 49° 00.076,W 000° 20.275,France,Normandie,Calvados,44,,
 GC5WG4R,#22 - Le chemin de la mine - Le tronc,N 49° 00.441,W 000° 20.106,France,Normandie,Calvados,44,,
 GC5WG4Z,#23 - Le chemin de la mine - vers le mesnil,N 49° 00.521,W 000° 19.968,France,Normandie,Calvados,45,,
 GC5WG56,#24 - Le chemin de la mine - Le mesnil-Touffray,N 49° 00.624,W 000° 19.750,France,Normandie,Calvados,37,,
 GC5WG5C,#25 - Le chemin de la mine - Au fil de l'eau,N 49° 00.451,W 000° 19.608,France,Normandie,Calvados,43,,
 GC5WG88,#26 - Le chemin de la mine - La cité du Livet,N 49° 00.418,W 000° 19.358,France,Normandie,Calvados,46,,
 GC5WG8P,#27 - Le chemin de la mine - L'entrée du bois,N 49° 00.307,W 000° 19.332,France,Normandie,Calvados,37,,
 GC5WG98,#28 - Le chemin de la mine - Le bois,N 49° 00.206,W 000° 19.402,France,Normandie,Calvados,42,,
 GC5WG9F,#29 - Le chemin de la mine - La souche,N 49° 00.106,W 000° 19.507,France,Normandie,Calvados,35,,
 GC5WG9N,#30 - Le chemin de la mine - La descente,N 49° 00.058,W 000° 19.336,France,Normandie,Calvados,36,,
 GC5WH5R,#31 - Le chemin de la mine - Pour le fun... ou pas,N 49° 00.018,W 000° 19.209,France,Normandie,Calvados,35,,
 GC5WH63,#32 - Le chemin de la mine - Vers St-Germain,N 48° 59.944,W 000° 19.080,France,Normandie,Calvados,45,,
 GC5WH66, La letterbox de la mine,N 49° 00.271,W 000° 18.992,France,Normandie,Calvados,56,,
 GC5WH6B,#35 - Le chemin de la mine - La fin du calvaire,N 48° 59.857,W 000° 18.260,France,Normandie,Calvados,64,,
 GC5WKDK,Suba-lyuk barlang,N 47° 57.656,E 020° 31.828,Hungary,Borsod-Abaúj-Zemplén,Mezőkövesdi járás,7,,
 GC5WMD0,Grotta della Sibilla Monte Circeo,N 41° 14.320,E 013° 03.649,Italy,Lazio,Latina,6,,
 GC5WPMC,"Kopalnia złota ""Aurelia""",N 51° 07.823,E 015° 55.261,Poland,Dolnośląskie,Złotoryjski (Dolnośląskie),94,,
 GC5WPRY,#34 - Le chemin de la mine - vers le final,N 48° 59.886,W 000° 18.753,France,Normandie,Calvados,41,,
 GC5WQE0,Cave Kotten,N 49° 26.629,E 007° 45.672,Germany,Rheinland-Pfalz,Kaiserslautern,24,,
 GC5WT5N,CASCINA LE CAVE,N 44° 01.148,E 011° 03.991,Italy,Toscana,Prato,10,,
 GC5WVTD,Cave à vin à La Cresse - Style Elfe,N 44° 10.680,E 003° 08.194,France,Occitanie,Aveyron,56,,
 GC5WVTT,Cave à vin à Contre-pinet,N 44° 11.485,E 003° 08.572,France,Occitanie,Aveyron,23,,
 GC5WX6Q,Medvedji brlog / Bärenhöhle / Bear cave.,N 45° 45.263,E 014° 32.141,Slovenia,Littoral–Inner Carniola Region,Bloke,24,,
 GC5WXMV,6-La cave du Cairou-Les balcons de St-Martin,N 44° 56.390,E 004° 21.162,France,Auvergne-Rhône-Alpes,Ardèche,9,,
 GC5WZ4Q,Le musée de la mine,N 48° 59.932,W 000° 19.299,France,Normandie,Calvados,45,,
 GC5X3G0,"Tailfer, la grotte Alexandre et ses alentours",N 50° 23.393,E 004° 52.866,Belgium,Namur,Profondeville,19,,
 GC5X7HW,Le Musée de la Mine de Villars,N 45° 27.847,E 004° 21.310,France,Auvergne-Rhône-Alpes,Loire,90,,
 GC5XEXK,Ancienne Mine de Vaucron,N 43° 22.640,E 006° 30.614,France,Provence-Alpes-Côte d'Azur,Var,23,,
 GC5XT47,Die Höhle,N 47° 25.644,E 015° 16.242,Austria,Steiermark,Bruck-Mürzzuschlag,13,,
 GC5Y10X,Wieliczka to nie tylko Kopalnia Soli,N 49° 59.051,E 020° 03.698,Poland,Małopolskie,Wielicki (Małopolskie),96,,
 GC5Y4AR,Echarcon #03 - La mare de la cave au renard,N 48° 34.275,E 002° 24.734,France,Île-de-France,Essonne,63,,
 GC5Y4CC,Echarcon #04 - Le muret de la cave au renard,N 48° 34.292,E 002° 24.935,France,Île-de-France,Essonne,58,,
 GC5Y7AC,Magazyn – jaskinia z „jajem”,N 50° 44.680,E 019° 17.359,Poland,Śląskie,Częstochowski (Śląskie),101,,
 GC5Y7BG,Jaskinia w Kielnikach,N 50° 44.739,E 019° 17.277,Poland,Śląskie,Częstochowski (Śląskie),108,,
 GC5Y7BZ,Jaskinia na... Dupce,N 50° 41.950,E 019° 21.783,Poland,Śląskie,Częstochowski (Śląskie),54,,
 GC5Y7DA,Dawna kopalnia w Szklarach - Old mine in Szklary,N 50° 38.746,E 016° 49.668,Poland,Dolnośląskie,Ząbkowicki (Dolnośląskie),18,,
 GC5Y7Y4,Jaskinia w Zielonej Górze,N 50° 46.653,E 019° 13.996,Poland,Śląskie,Częstochowski (Śląskie),79,,
 GC5YCEM,Ancienne mine,N 50° 23.640,E 003° 40.340,France,Hauts-de-France,Nord,47,,
 GC5YGBE,Kopalnia Andaluzja,N 50° 21.567,E 018° 59.120,Poland,Śląskie,Piekary Śląskie (Śląskie),8,,
 GC5YWXT,Oenotourisme finale cave coopérative,N 44° 04.099,E 004° 13.689,France,Occitanie,Gard,21,,
 GC5YZNH,Le Parc de la Mine #1,N 46° 17.029,E 002° 44.507,France,Auvergne-Rhône-Alpes,Allier,44,,
 GC5YZP4,Le Parc de la Mine #2,N 46° 17.100,E 002° 44.622,France,Auvergne-Rhône-Alpes,Allier,32,,
 GC5YZPD,Le Parc de la Mine #4,N 46° 17.165,E 002° 44.997,France,Auvergne-Rhône-Alpes,Allier,47,,
 GC5ZCNZ,Cave- tour Ueßbachtal,N 50° 04.280,E 007° 02.276,Germany,Rheinland-Pfalz,Cochem-Zell (Lkr),24,,
 GC5ZJ79,VDS6 Mine humide,N 45° 35.341,E 006° 44.243,France,Auvergne-Rhône-Alpes,Savoie,40,,
 GC5ZJ8V,VDS7 Mine d'info,N 45° 35.502,E 006° 44.189,France,Auvergne-Rhône-Alpes,Savoie,66,,
 GC5ZM39,5# Retour en enfance - T'as bonne mine !,N 49° 33.840,E 003° 18.252,France,Hauts-de-France,Aisne,132,,
 GC5ZPXT,Chemin de la mine,N 46° 56.448,E 004° 18.523,France,Bourgogne-Franche-Comté,Saône-et-Loire,8,,
 GC5ZXZ2,Du bois à la mine,N 50° 22.415,E 004° 27.348,Belgium,Hainaut,Charleroi,13,,
 GC5ZYJ5,Nasconditi! (nella grotta),N 45° 49.608,E 011° 23.936,Italy,Veneto,Vicenza,18,,
 GC60FCQ,Le Pont de la Mine,N 48° 17.713,E 007° 01.327,France,Grand-Est,Vosges,38,,
 GC60MNV,Über dem Bergwerk,N 47° 40.210,E 015° 34.542,Austria,Steiermark,Bruck-Mürzzuschlag,93,,
 GC60P18,Jaskinia Złotniańska,N 49° 29.556,E 020° 45.594,Poland,Małopolskie,Nowosądecki (Małopolskie),5,,
 GC60R9W,#19 circuit sel - Einville : la mine de sel,N 48° 39.297,E 006° 28.835,France,Grand-Est,Meurthe-et-Moselle,75,,
 GC60VPD,Grotta Mangiapane,N 38° 05.581,E 012° 40.232,Italy,Sicilia,Trapani,153,,
 GC60VPX,Grotta del Crocifisso,N 38° 06.743,E 012° 39.904,Italy,Sicilia,Trapani,128,,
 GC60VRE,Grotta dell'Uzzo,N 38° 06.604,E 012° 47.188,Italy,Sicilia,Trapani,163,,
 GC60W3Y,Lachy et sa mine,N 48° 45.903,E 003° 42.529,France,Grand-Est,Marne,69,,
 GC60WCC,Falco's Höhle,N 48° 02.443,E 015° 25.074,Austria,Niederösterreich,Bezirk St. Pölten,25,,
 GC60XQ9,Grotta del Romito,N 37° 51.600,E 013° 22.159,Italy,Sicilia,Palermo,14,,
 GC613R9,Kopalnia i ginąca wieś,N 50° 59.477,E 016° 27.583,Poland,Dolnośląskie,świdnicki (Dolnośląskie),27,,
 GC613RB,Zwischen der A10 und A114 #01,N 52° 37.750,E 013° 27.657,Germany,Berlin,Berlin,285,,
 GC61F8V,Grotte Epervier,N 50° 23.747,E 005° 31.673,Belgium,Luxembourg,Durbuy,97,,
 GC61HKN,CA#1 - Le mémorial de la mine,N 47° 41.983,E 006° 38.820,France,Bourgogne-Franche-Comté,Haute-Saône,114,,
 GC61VB6,Jama na Hribu,N 45° 41.254,E 013° 55.254,Slovenia,Obalno-kraška,Sežana,22,,
 GC61YTJ,Mini grotte en pérovette,N 50° 10.883,E 005° 34.418,Belgium,Luxembourg,La Roche-en-Ardenne,270,,
 GC61ZNP,Grotta di Attila,N 46° 34.516,E 013° 11.026,Italy,Friuli-Venezia Giulia,Udine,18,,
 GC620MW,Le pont de la Mine - Huelgoat,N 48° 21.430,W 003° 43.378,France,Bretagne,Finistère,18,,
 GC6239Y,Grotta,N 46° 20.076,E 011° 07.225,Italy,Trentino-Alto Adige,Trento,3,,
 GC6250W,Le trésor des farfadets de la mine ,N 49° 29.883,E 005° 52.278,France,Grand-Est,Meurthe-et-Moselle,81,,
 GC625YH,"JASKINIA JASNA W STRZEGOWEJ (Jama, Biała)",N 50° 24.923,E 019° 41.515,Poland,Małopolskie,Olkuski (Małopolskie),13,,
 GC6267K,la chapelle -grotte ,N 49° 50.111,E 005° 18.996,Belgium,Luxembourg,Bertrix,82,,
 GC628JW,Mine,N 48° 45.912,E 006° 17.203,France,Grand-Est,Meurthe-et-Moselle,70,,
 GC62AQR,CPMR#32 - Musée de la mine,N 47° 41.820,E 006° 40.122,France,Bourgogne-Franche-Comté,Haute-Saône,91,,
 GC62B4F,La Grotta di Venere,N 43° 44.096,E 010° 32.372,Italy,Toscana,Pisa,45,,
 GC62HGH,Meet the German Cachers at Vadlány barlang,N 46° 46.590,E 017° 17.788,Hungary,Zala,Keszthelyi járás,4,,
 GC62MAE,Die Höhle am Gartnerkofel Westgrad,N 46° 34.400,E 013° 17.933,Austria,Kärnten,Hermagor,18,,
 GC62TXA,Opuszczone kopalnie - Kopalnia Silberloch,N 50° 41.845,E 016° 27.896,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),109,,
 GC62X71,la Grotta dell'Orrido,N 45° 09.034,E 007° 10.335,Italy,Piemonte,Torino,17,,
 GC6347V,Grotta di Byron – Porto Venere,N 44° 02.945,E 009° 49.975,Italy,Liguria,La Spezia,251,,
 GC63KGN,Mine de cuivre de La Bresse,N 48° 03.324,E 006° 56.870,France,Grand-Est,Vosges,230,,
 GC63Q9Z,#5 L’Évadé du Huberbusch : Terrain Miné,N 49° 17.530,E 006° 25.391,France,Grand-Est,Moselle,333,,
 GC63RW9,Zwischen der A10 und A114 #02: Das Hotel,N 52° 37.797,E 013° 27.499,Germany,Berlin,Berlin,372,,
 GC63ZAJ,Mine 1#10 -Attaque Imminente-#2,N 49° 12.328,E 005° 25.840,France,Grand-Est,Meuse,249,,
 GC63ZBV,Mine 2#10 -Attaque Imminente-#2,N 49° 12.351,E 005° 26.072,France,Grand-Est,Meuse,263,,
 GC63ZC3,Mine 3#10 -Attaque Imminente-#2,N 49° 12.408,E 005° 26.376,France,Grand-Est,Meuse,207,,
 GC63ZCA,[FDV] #1 - La Cave aux TB,N 47° 15.861,E 002° 06.725,France,Centre-Val-de-Loire,Cher,32,,
 GC63ZCC,Mine 4#10 -Attaque Imminente-#2,N 49° 12.235,E 005° 26.254,France,Grand-Est,Meuse,240,,
 GC63ZCW,Mine 5#10 -Attaque Imminente-#2,N 49° 12.014,E 005° 26.224,France,Grand-Est,Meuse,245,,
 GC63ZDB,Mine 6#10 -Attaque Imminente- #2,N 49° 11.839,E 005° 26.024,France,Grand-Est,Meuse,243,,
 GC63ZE2,Mine 8#10 -Attaque Imminente- #2,N 49° 12.027,E 005° 25.723,France,Grand-Est,Meuse,210,,
 GC63ZED,Mine 9#10 -Attaque Imminente- #2,N 49° 12.155,E 005° 25.600,France,Grand-Est,Meuse,276,,
 GC63ZF7,Mine Finale#10 -Attaque Imminente- #2,N 49° 12.132,E 005° 26.002,France,Grand-Est,Meuse,141,,
 GC6413W,Mine 7#10 -Attaque Imminente- #2,N 49° 11.861,E 005° 25.856,France,Grand-Est,Meuse,409,,
 GC643Z4,Grotte ND de Lourdes (Thoricourt),N 50° 36.753,E 003° 57.430,Belgium,Hainaut,Silly,125,,
 GC64BRQ,Jaskinia Raj,N 50° 49.517,E 020° 29.945,Poland,Świętokrzyskie,Kielecki (Świętokrzyskie),104,,
 GC64E19,Tsenkher cave,N 47° 20.938,E 091° 57.357,Mongolia, , ,6,,
 GC64FF8,La grotte du Scex,N 46° 23.867,E 006° 55.992,Switzerland,Vaud,Villeneuve (VD) (22),138,,
 GC64FHJ,La cave aux renards,N 50° 34.662,E 003° 55.576,Belgium,Hainaut,Lens,161,,
 GC64FJ3,Zwischen der A10 und A114 #03: Der Baum,N 52° 37.714,E 013° 27.169,Germany,Berlin,Berlin,525,,
 GC64FZ6,Zwischen der A10 und A114 #04: Der Stein,N 52° 37.581,E 013° 26.783,Germany,Berlin,Berlin,470,,
 GC64J6V,Stradchanskaya cave,N 49° 53.861,E 023° 45.348,Ukraine,Lviv,Яворівський район,17,,
 GC64JHQ,I PONTI ROMANI #15- CAVE ROMANE,N 44° 12.530,E 008° 22.120,Italy,Liguria,Savona,103,,
 GC64X09,La chapelle/grotte d'Offagne,N 49° 53.410,E 005° 10.593,Belgium,Luxembourg,Paliseul,148,,
 GC64YBM,Ricixxx-Monte venere:Grotta Aliena,N 42° 20.525,E 012° 10.867,Italy,Lazio,Viterbo,19,,
 GC655V8,Jaskinia Bajka,N 53° 13.133,E 018° 10.750,Poland,Kujawsko-Pomorskie,Bydgoski (Kujawsko-Pomorskie),31,,
 GC6586H,L11/Jama Lunja-Cave Lunja,N 45° 49.108,E 015° 05.982,Slovenia,Jugovzhodna Slovenija,Novo mesto,94,,
 GC6586H,L11/Jama Lunja-Cave Lunja,N 45° 49.108,E 015° 05.982,Slovenia,Jugovzhodna Slovenija,Novo mesto,94,,
 GC65B2C,La mine Saint Joseph,N 48° 13.430,E 007° 03.044,France,Grand-Est,Vosges,122,,
 GC65ER1,La grotte de Boisy,N 46° 31.994,E 006° 36.912,Switzerland,Vaud,Lausanne (22),122,,
 GC65GTN,Zwischen der A10 und A114 #05: Der Graben,N 52° 37.816,E 013° 26.898,Germany,Berlin,Berlin,510,,
 GC65K5Z,Zwischen der A10 und A114 #06: Das Windrad,N 52° 37.754,E 013° 26.636,Germany,Berlin,Berlin,505,,
 GC65KNB,Zwischen der A10 und A114 #07: Der LP,N 52° 37.598,E 013° 26.455,Germany,Berlin,Berlin,329,,
 GC65X6Q,Jeskyne Byci skala/Byci skala Cave,N 49° 18.440,E 016° 41.614,Czechia,Jihomoravský kraj,Blansko,402,,
 GC65XC9,GO WRO: Kopalnia,N 51° 10.259,E 017° 14.307,Poland,Dolnośląskie,Wrocławski (Dolnośląskie),103,,
 GC665DB,Bosmoreau-les- Mines : La Mine,N 46° 00.238,E 001° 45.074,France,Nouvelle-Aquitaine,Creuse,46,,
 GC6674E,Certuv dul / Devils  mine,N 50° 44.617,E 015° 38.879,Czechia,Královéhradecký kraj,Trutnov,162,,
 GC66E88,"Le cave di Romano ""Le Cornate"" - Romano's cave ",N 43° 09.498,E 010° 56.872,Italy,Toscana,Grosseto,24,,
 GC67A21,Bolognano - Grotta Scura,N 42° 13.749,E 013° 57.761,Italy,Abruzzo,Pescara,20,,
 GC67BNW,"Odpočívadlo - ""Jama"" - Moldava nad Bodvou",N 48° 37.078,E 020° 59.098,Slovakia,Košický kraj,Košice - okolie,3,,
 GC67G94,Grotta dei Banditi,N 43° 29.140,E 010° 23.247,Italy,Toscana,Livorno,13,,
 GC67KWK,Une cave en plein air # Série Rond-point,N 47° 00.976,E 004° 50.218,France,Bourgogne-Franche-Comté,Côte-d'Or,188,,
 GC67VBR,GROTTA FORRA LUCIA,N 43° 55.020,E 011° 08.412,Italy,Toscana,Prato,7,,
 GC67X40,La forêt de Fausses Reposes #16: la cave,N 48° 48.723,E 002° 09.461,France,Île-de-France,Yvelines,94,,
 GC680QK,AVL: Grotta di Pietrapiana,N 40° 41.849,E 014° 39.830,Italy,Campania,Salerno,4,,
 GC6819R,AVL: Grotta dell'Apparizione dell'Avvocata,N 40° 39.181,E 014° 40.114,Italy,Campania,Salerno,3,,
 GC687DT,Altes Bergwerk,N 47° 51.579,E 015° 34.812,Austria,Niederösterreich,Bezirk Lilienfeld,6,,
 GC689AK,Jaskinia w Pękniętej Kopie,N 49° 29.230,E 020° 47.630,Poland,Małopolskie,Nowosądecki (Małopolskie),26,,
 GC689QZ,Ajdovska jama,N 45° 56.966,E 015° 25.538,Slovenia,Lower Sava Statistical Region,Krško,24,,
 GC68AJG,5. Les Eaux Vives - La Mine Abandonnée,N 43° 16.350,E 005° 29.174,France,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,61,,
 GC68H5M,Cave and the Koppel ,N 53° 47.036,E 011° 33.937,Germany,Mecklenburg-Vorpommern,Nordwestmecklenburg (Lkr),62,,
 GC68H6C,( M.S.G. ) Grotta dell'Arena,N 45° 39.988,E 011° 05.616,Italy,Veneto,Verona,5,,
 GC68QP0,Pont de la cave au loup,N 48° 59.683,E 001° 39.849,France,Île-de-France,Yvelines,8,,
 GC68W2Q,👻👻👻LA MINE DÉSAFFECTÉE 👻👻👻,N 44° 59.696,E 006° 07.126,France,Auvergne-Rhône-Alpes,Isère,62,,
 GC6907J,Jaskinia w Śladkowie,N 50° 34.918,E 020° 42.642,Poland,Świętokrzyskie,Kielecki (Świętokrzyskie),28,,
 GC690JX,LA CAVE DE BILBO.,N 48° 41.500,E 006° 06.500,France,Grand-Est,Meurthe-et-Moselle,11,,
 GC69E48,Cave médiévale,N 49° 08.725,E 001° 09.258,France,Normandie,Eure,6,,
 GC69G54,Green Mine,N 50° 49.234,E 004° 26.508,Belgium,Brussels,Auderghem - Oudergem,129,,
 GC69M4Y,Cave di Macigno,N 43° 28.048,E 010° 20.961,Italy,Toscana,Livorno,12,,
 GC69QCZ,Le Trésor de la Mine D’Or,N 47° 28.264,W 002° 29.293,France,Bretagne,Morbihan,42,,
 GC69REQ,La mine du Colombier du Roi,N 45° 46.058,E 003° 13.703,France,Auvergne-Rhône-Alpes,Puy-de-Dôme,64,,
 GC69T03,Batmans Cave,N 46° 58.428,E 008° 22.039,Switzerland,Nidwalden,Stans (7),95,,
 GC69VMV,Strachocińska kopalnia,N 49° 37.396,E 022° 04.826,Poland,Podkarpackie,Sanocki (Podkarpackie),19,,
 GC6A0ZB,La Mine  de Brassac- les - Mines,N 45° 25.607,E 003° 18.107,France,Auvergne-Rhône-Alpes,Puy-de-Dôme,32,,
 GC6A2P4,La grotta sul Rocciamelone,N 45° 09.072,E 007° 06.574,Italy,Piemonte,Torino,3,,
 GC6A7QJ,Cave Kindsbach II,N 49° 24.935,E 007° 37.105,Germany,Rheinland-Pfalz,Kaiserslautern (Lkr),43,,
 GC6AR52,Grotte Sainte-Marie,N 50° 06.478,E 005° 08.389,Belgium,Namur,Rochefort,204,,
 GC6BDQP,La grotte 2,N 46° 27.180,E 006° 56.732,Switzerland,Vaud,Montreux (22),122,,
 GC6BJTY,La Villa Mine,N 47° 14.847,W 002° 15.790,France,Pays de la Loire,Loire-Atlantique,104,,
 GC6BPR2,Święta Grota/Saint Cave/Die heilige Grotte,N 53° 50.548,E 022° 58.850,Poland,Podlaskie,Augustowski (Podlaskie),193,,
 GC6C6DY,La  cave vivante du  champignon  !,N 47° 07.069,W 000° 12.305,France,Pays de la Loire,Maine-et-Loire,26,,
 GC6CM7Y,Maifelder Lückenfüller 11 – bear cave,N 50° 17.306,E 007° 20.595,Germany,Rheinland-Pfalz,Mayen-Koblenz (Lkr),138,,
 GC6CNZR,De la cave au grenier,N 47° 44.705,E 007° 19.609,France,Grand-Est,Haut-Rhin,29,,
 GC6D5C6,The Mine!,N 51° 00.245,E 004° 10.285,Belgium,Oost-Vlaanderen,Buggenhout,100,,
 GC6DAGP,Jaskinia Świętego Szczepana,N 49° 29.299,E 020° 47.515,Poland,Małopolskie,Nowosądecki (Małopolskie),18,,
 GC6DMTD,La cave aux moines,N 47° 19.125,W 000° 10.737,France,Pays de la Loire,Maine-et-Loire,128,,
 GC6DY8G,Mine de plomb - La Roche-en-Ardenne,N 50° 11.154,E 005° 34.777,Belgium,Luxembourg,La Roche-en-Ardenne,224,,
 GC6E46N,Węgajty #1~Kopalnia Kruszywa ,N 53° 48.966,E 020° 17.573,Poland,Warmińsko-Mazurskie,Olsztyński (Warmińsko-Mazurskie),19,,
 GC6EAVR,Le cave di Cardona,N 45° 03.651,E 008° 11.273,Italy,Piemonte,Alessandria,16,,
 GC6EE1Z,Avventura in grotta,N 45° 27.520,E 009° 07.050,Italy,Lombardia,Milano,0,,
 GC6EEE3,Jeskyne pokladu / Cave of treasure,N 49° 56.230,E 017° 03.764,Czechia,Olomoucký kraj,Šumperk,73,,
 GC6EHJP,Puliamo il Parco delle Cave (CITO),N 45° 27.683,E 009° 06.085,Italy,Lombardia,Milano,25,,
 GC6EJHP,ST 3 Die kleine Höhle in der Höhe,N 48° 32.230,E 015° 40.494,Austria,Niederösterreich,Bezirk Krems,473,,
 GC6EJTH,ST 20 Der Hohle,N 48° 33.305,E 015° 37.740,Austria,Niederösterreich,Bezirk Krems,388,,
 GC6EPKW,Olgahöhle (Olga's Cave),N 48° 24.815,E 009° 15.655,Germany,Baden-Württemberg,Reutlingen (Lkr),106,,
 GC6F2JC,Nad kopalnią hula wiatr.,N 51° 53.756,E 019° 27.882,Poland,Łódzkie,Zgierski (Łódzkie),7,,
 GC6F5GW,[iG] Parco delle Cave,N 45° 27.663,E 009° 06.089,Italy,Lombardia,Milano,43,,
 GC6F76H,Otworowa kopalnia soli Łężkowice,N 49° 58.037,E 020° 18.889,Poland,Małopolskie,Wielicki (Małopolskie),38,,
 GC6FEH8,Góra - Kopalnia Soli,N 52° 44.720,E 018° 21.525,Poland,Kujawsko-Pomorskie,Inowrocławski (Kujawsko-Pomorskie),5,,
 GC6FQ72,Lourdes Grotte in Leuggern,N 47° 34.769,E 008° 12.336,Switzerland,Aargau,Leuggern (19),166,,
 GC6FQTC,Die Höhle der Wurzelmännchen,N 48° 19.555,E 014° 16.789,Austria,Oberösterreich,Linz,95,,
 GC6FW42,Bonne Mine,N 43° 33.160,E 006° 27.892,France,Provence-Alpes-Côte d'Azur,Var,23,,
 GC6FWC2,DRAGONS CAVE  by Dünenjunge ,N 52° 30.442,E 013° 11.200,Germany,Berlin,Berlin,552,,
 GC6FZH5,My favorite artists - Nick Cave,N 51° 22.271,E 006° 11.044,Netherlands,Limburg,Venlo,199,,
 GC6FZPD,Lourdes Grotte,N 47° 27.193,E 009° 02.032,Switzerland,Thurgau,Wilen (TG) (20),136,,
 GC6G84K,La bouillotte   interdite aux rats de cave ,N 48° 16.633,W 002° 19.755,France,Bretagne,Côtes-d'Armor,41,,
 GC6G8KV,Koppenbrüller-Höhle,N 47° 34.100,E 013° 43.200,Austria,Oberösterreich,Gmunden,119,,
 GC6GCAH,Cave St. Martin,N 49° 18.210,E 008° 04.960,Germany,Rheinland-Pfalz,Südliche Weinstraße (Lkr),40,,
 GC6GTA0,Kopalnia w Amelinie,N 51° 25.618,E 022° 22.092,Poland,Lubelskie,Lubartowski (Lubelskie),18,,
 GC6H30H,"Chladnička , alebo jama na ľad.",N 48° 51.078,E 020° 56.207,Slovakia,Košický kraj,Gelnica,83,,
